temp_id,nmbr_f_,center_x,center_y,level
2455,0,119.625,23.85416757,1
2456,0,119.675,23.85416757,1
2457,0,119.725,23.85416757,1
2458,0,119.775,23.85416757,1
2459,0,119.825,23.85416757,1
2460,0,119.875,23.85416757,1
2461,0,119.925,23.85416757,1
2462,0,119.975,23.85416757,1
2463,0,120.025,23.85416757,1
2499,0,121.825,23.85416757,1
2500,0,121.875,23.85416757,1
2501,0,119.325,23.89583423,1
2502,0,119.375,23.89583423,1
2503,0,119.425,23.89583423,1
2504,0,119.475,23.89583423,1
2505,0,119.525,23.89583423,1
2508,0,119.675,23.89583423,1
2509,0,119.725,23.89583423,1
2510,0,119.775,23.89583423,1
2511,0,119.825,23.89583423,1
2512,0,119.875,23.89583423,1
2513,0,119.925,23.89583423,1
2514,0,119.975,23.89583423,1
2515,0,120.025,23.89583423,1
2553,0,119.375,23.9375009,1
2554,0,119.425,23.9375009,1
2556,0,119.525,23.9375009,1
2558,0,119.625,23.9375009,1
2560,0,119.725,23.9375009,1
2563,0,119.875,23.9375009,1
2564,0,119.925,23.9375009,1
2565,0,119.975,23.9375009,1
2566,0,120.025,23.9375009,1
2602,0,121.825,23.9375009,1
2604,0,121.925,23.9375009,1
2605,0,119.425,23.97916757,1
2606,0,119.475,23.97916757,1
2610,0,119.675,23.97916757,1
2611,0,119.725,23.97916757,1
2612,0,119.775,23.97916757,1
2613,0,119.825,23.97916757,1
2614,0,119.875,23.97916757,1
2615,0,119.925,23.97916757,1
2654,0,121.875,23.97916757,1
2655,0,121.925,23.97916757,1
2656,0,119.475,24.02083424,1
2657,0,119.525,24.02083424,1
2659,0,119.625,24.02083424,1
2660,0,119.675,24.02083424,1
2661,0,119.725,24.02083424,1
2662,0,119.775,24.02083424,1
2663,0,119.825,24.02083424,1
2665,0,119.925,24.02083424,1
2666,0,119.975,24.02083424,1
2667,0,120.025,24.02083424,1
2706,0,119.525,24.0625009,1
2707,0,119.575,24.0625009,1
2708,0,119.625,24.0625009,1
2709,0,119.675,24.0625009,1
2710,0,119.725,24.0625009,1
2711,0,119.775,24.0625009,1
2712,0,119.825,24.0625009,1
2713,0,119.875,24.0625009,1
2714,0,119.925,24.0625009,1
2715,0,119.975,24.0625009,1
2753,0,121.875,24.0625009,1
2754,0,121.925,24.0625009,1
2755,0,121.975,24.0625009,1
2756,0,118.225,24.10416757,1
2757,0,118.275,24.10416757,1
2758,0,119.575,24.10416757,1
2759,0,119.625,24.10416757,1
2760,0,119.675,24.10416757,1
2761,0,119.725,24.10416757,1
2763,0,119.825,24.10416757,1
2764,0,119.875,24.10416757,1
2769,0,120.125,24.10416757,1
2804,0,121.875,24.10416757,1
2805,0,121.925,24.10416757,1
2806,0,121.975,24.10416757,1
2807,0,118.175,24.14583424,1
2808,0,118.225,24.14583424,1
2809,0,118.275,24.14583424,1
2810,0,119.625,24.14583424,1
2811,0,119.675,24.14583424,1
2812,0,119.725,24.14583424,1
2813,0,119.775,24.14583424,1
2814,0,119.825,24.14583424,1
2815,0,119.875,24.14583424,1
2816,0,119.925,24.14583424,1
2820,0,120.125,24.14583424,1
2821,0,120.175,24.14583424,1
2855,0,121.875,24.14583424,1
2856,0,121.925,24.14583424,1
2857,0,121.975,24.14583424,1
2858,0,118.175,24.1875009,1
2860,0,118.275,24.1875009,1
2861,0,119.675,24.1875009,1
2862,0,119.725,24.1875009,1
2867,0,119.975,24.1875009,1
2904,0,121.825,24.1875009,1
